zip,census_tract,approval,loan_amount,property_value,income,tract_minority_population_percent,income_level,dti_level,derived_race,num_below_p50,ec_zip,nbhd_ec_zip,exposure_grp_mem_zip,nbhd_exposure_zip,clustering_zip,volunteering_rate_zip,civic_organizations_zip
01001,25013813204,0.862095897814544,201277.37176271857,302607.8415768582,91.43778574241234,11.288333333333332,middle,50,White,995.787467956543,0.88156998,1.51095,1.12959,1.5059000000000002,0.10572,0.056499999,0.010800000000000002
01002,25011040600,0.8923164533717821,285961.03708727146,438074.1016202552,162.27570982514527,20.506249999999998,upper,30,White,1312.117076873779,1.18348,0.97759998,1.36818,1.2028199,0.1034,0.14951,0.036880001
01005,25027704200,0.897078689631881,243595.35066981878,360452.2683778003,101.48998086232127,4.45,middle,50,White,381.5197448730469,1.15543,1.46491,1.31876,1.4639698999999997,0.10554000000000001,0.15862,0.02163
01007,25015820202,0.8612905268490375,261565.5977025658,391370.4937840576,115.43005866809058,8.76,upper,30,White,915.3966674804688,1.1924,1.17985,1.30741,1.2310899,0.10391,0.13053,0.016899999
01013,25013800400,0.809416265855972,175619.89328560553,252751.34467676247,75.9821705681336,30.257777777777775,moderate,42,White,2616.550354003906,0.69744003,0.53930002,0.87842,0.67602003,0.086479999,0.06190999999999999,0.0096899997
01020,25013800201,0.8313443009477023,169408.78293933568,250017.1991474189,74.68688178624545,28.181818181818183,middle,42,White,2002.082486867905,0.72701001,0.99817002,1.0203200999999997,1.1670200000000002,0.09263999799999999,0.06153000099999999,0.0007800000000000001
01027,25015821700,0.8886687908025203,242021.90300902483,392023.07696198876,114.88868466350722,11.307142857142859,upper,30,White,1205.848129272461,1.1387,1.13732,1.2704998999999997,1.2768198999999998,0.09705000399999998,0.16144,0.025359998999999998
01028,25013802500,0.8630142732808018,215950.59338050464,327119.0901080325,103.01050380105158,13.08,upper,50,White,567.5111236572266,0.94024998,1.4587801,1.11733,1.59539,0.10353,0.06718,0.012160000000000002
01030,25013813204,0.8620776702512278,209725.27508105268,320932.50816360663,93.89617441193784,10.932499999999997,middle,50,White,610.159294128418,0.98904997,1.49931,1.22648,1.58508,0.10812,0.066100001,0.0074999998
01033,25013811302,0.9027644543357677,215712.06869353526,334188.57040533103,102.34235490238713,9.813333333333333,upper,30,White,402.1314392089844,1.19631,1.32119,1.29705,1.1993999,0.10157,0.09241999699999999,0.02317
01040,25013811400,0.813338391298066,163915.8797936804,238348.87476202875,75.81612331023369,55.74909090909092,low,42,White,7716.437271118164,0.5484099999999998,0.48269000999999995,0.7984099999999998,0.7190599999999999,0.08305999600000001,0.07509999700000002,0.0137
01056,25013810403,0.8200278829141878,193120.52546316033,301425.9254632858,89.60610831153033,8.030000000000001,middle,50,White,1133.18017578125,0.9228199700000002,1.50828,1.21672,1.54864,0.11473,0.06515,0.0085500004
01060,25015821601,0.924448533494054,310039.72210129583,474819.1152601858,158.24302450831982,20.99571428571429,middle,30,White,771.9011936187744,1.11224,1.06218,1.32535,1.33227,0.09674999900000002,0.21965000000000007,0.04603000000000001
01062,25015821601,0.9130024006575702,273020.0776885999,445440.2986690534,134.71870398524848,19.233333333333334,middle,30,White,673.6262578964233,1.04111,0.96244001,1.2800399999999998,1.24163,0.09605000200000001,0.16169,0.024420001
01069,25013810100,0.8539531410879199,208959.27857026836,302808.28130331734,91.92757434883988,5.012857142857143,middle,42,White,803.3616724014282,0.9842299800000001,1.53824,1.25295,1.5744899999999997,0.10901000000000002,0.059969999,0.00605
01073,25013812500,0.9078440686016727,242250.92876893585,389923.6628271896,117.48139069365044,6.5649999999999995,upper,50,White,328.8324890136719,1.2580301,1.45368,1.3274601,1.3598,0.10609,0.14509,0.01018
01075,25015820900,0.9219925958932242,230613.55067294528,352357.263144242,116.44796122083385,14.476000000000003,upper,30,White,749.5169531702995,1.10874,1.22562,1.23958,1.2149,0.10207,0.10522000000000001,0.0211
01082,25013810100,0.8553234573384888,203424.0400309716,289375.4171167871,90.26049358315662,5.165,middle,42,White,971.0207901000977,1.05092,0.77565002,1.07198,0.81415999,0.1037,0.070260003,0.01071
